"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
263,181,0,"0. No Crash",0,"vehicle overtakes",1,0,0,2,"Ego-car follows a white car at an intersection with a taxi approaching from the left lane.","A taxi merges from the left lane into the ego-car's path at the intersection."
264,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with a pedestrian ahead in the lane.","A pedestrian crosses the road from left to right in front of the ego car."
265,11,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with moderate traffic and parked vehicles.","A white car swerves left from the right lane and blocks the ego car's path ahead."
266,71,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV in the right lane on a multi-lane highway with moderate traffic.","The white SUV drifts right across lane markings and sideswipes a red car, then moves left without signaling and blocks the ego-car's path."
267,61,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a red SUV in the center lane at a city intersection with red traffic lights and multiple vehicles present.","A white van merges from the right lane into the ego-car's lane without sufficient space."
268,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white sedan on a city road with parked cars.","No incident occurs; the ego-car continues following the white sedan in normal traffic flow without disruptions."
269,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car stops at a green traffic light with a white car ahead and a yellow car nearby.","The white car ahead accelerates through the intersection while the yellow car turns left across lanes, causing the ego-car to remain stopped."
270,183,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a red truck in the right lane on a multi-lane highway with light traffic.","The red truck's right rear tire bursts, creating a dust cloud on the highway lane ahead."
271,61,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with oncoming traffic and a gas station on the right.","A black car turns left across oncoming traffic from the left lane into the ego-car's path at the intersection."
272,115,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows multiple vehicles on a multi-lane highway with wet conditions.","A red car in the right lane moves sharply into the ego-car's lane, forcing abrupt braking."
273,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with buildings, barriers, and clear lanes.","No incident occurred; the road remains clear with no hazards, collisions, or anomalies observed."
274,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a car ahead on a dark road with streetlights and green traffic lights.","The car ahead brakes hard with glowing red taillights, causing the ego-car to decelerate."
275,21,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives slowly in a parking lot with parked vehicles and a goose ahead.","A goose walks into the ego-car's path and forces a stop."
276,69,0,"0. No Crash",0,"flying object hit the car",0,0,0,1,"Ego-car drives on a highway with a red SUV ahead and clear lanes.","Debris falls from a vehicle ahead and tumbles across the ego-car's lane."
277,191,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,1,"A pedestrian exits a parked car on the left side of the road at an intersection with red traffic lights.","A pedestrian exits a stopped vehicle on the left and runs across the traffic lane in front of the ego-car, resulting in a collision or near-miss."
278,31,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows traffic on a multi-lane highway at night with a white car in the right lane and oncoming traffic.","Debris on the right shoulder spreads into the ego-car's lane, requiring evasive maneuvering."
279,31,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with multiple vehicles ahead in clear weather.","A red truck in the left lane moves right and blocks the ego-car's path."
280,171,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a rainy highway beside a large truck with another vehicle ahead.","A large truck drifts left into the ego-car's lane, creating a near-miss hazard that forces the ego-car to swerve."
281,381,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a wet highway with multiple vehicles ahead and a van in the left lane.","A van in the left lane merges sharply right and blocks the ego-car's path, causing a near-miss or collision risk."
282,81,0,"0. No Crash",0,"vehicle overtakes",0,0,1,2,"Ego-car drives on a multi-lane road with moderate traffic ahead and a pedestrian on the right.","A white Chevrolet truck merges from the left lane and cuts in front of the ego-car."
283,301,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a black SUV on a city road with moderate traffic.","A black SUV from the left lane merges ahead of the ego-car, requiring the ego-car to brake to avoid collision."
284,141,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,2,"Ego-car approaches a white truck on a rural road with trees lining both sides.","A white truck swerves left and overturns on the dirt shoulder, creating dust and debris."
285,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a residential street with a pedestrian ahead and parked vehicles nearby.","Pedestrian moves normally along the road, and no hazard or incident affects the ego-car's path."
286,41,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a suburban road with a black car in the oncoming lane.","A black car in the oncoming lane crosses the center line and moves into the ego-car's lane, creating a near-miss situation."
287,160,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches an intersection with a cyclist on the right side.","A cyclist loses balance and falls into the ego-car's path ahead."
288,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"Ego-car approaches an intersection with a blue truck parked to the left of the crosswalk.","A blue truck moves forward and collides with a pole, generating dust and debris at the intersection."
289,115,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"Ego-car drives on a city street with pedestrians and parked vehicles.","A child runs into the road and falls ahead of the ego-car, creating an immediate obstruction."
290,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with moderate traffic and green overhead signs.","No incident occurred; traffic flows normally without anomalies or hazards affecting the ego-car."
291,73,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a truck, a white car, and a black SUV ahead at a green traffic light.","A truck's trailer shifts left and spills wooden debris across the left lane, obstructing traffic."
292,33,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car stops at a red light with oncoming traffic visible and a vehicle approaching from the left.","A vehicle enters the intersection from the left and crosses in front of the ego-car."
293,321,0,"0. No Crash",0,"vehicle overtakes",0,0,1,2,"Ego-car drives on a two-lane road with a pedestrian on the left and vehicles ahead.","A bus overtakes from the right lane, causing the ego-car to adjust its path while a pedestrian is near the road edge."
294,229,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car is stationary on a city road with a small dog in the lane ahead.","A small dog crosses the road from left to right in front of the ego car, creating a stopping requirement."
295,75,0,"0. No Crash",0,"unknown",0,0,0,2,"Ego-car approaches an intersection with a green traffic light and multiple vehicles ahead.","A vehicle ahead emits thick smoke and slows abruptly, reducing visibility and creating a collision hazard for the ego-car."
296,367,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a van and a sedan under a highway overpass with clear traffic.","The van moves left across lanes, requiring the ego-car to adjust its position to maintain safe distance."
297,111,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car drives on a city road with a child on a bicycle ahead.","A child on a bicycle loses balance and falls into the ego car's path."
298,346,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a black sedan in heavy urban traffic with multiple lanes on a wet city road.","Traffic light turns red; vehicles ahead brake suddenly, creating a potential rear-end collision risk for the ego-car."
299,101,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white sedan in heavy urban traffic on a wet city road.","The white sedan brakes hard ahead, causing the ego-car to experience a near-miss in the same lane."
300,81,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car approaches a white van on a narrow road with buildings on the right.","A white van turns left across the ego-car's path and collides with it."
301,37,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a residential street with parked cars on both sides.","A vehicle opens its driver-side door into the ego-car's path, causing a collision."
302,41,0,"0. No Crash",0,"animal on the road",0,1,2,1,"Ego-car drives on a multi-lane highway with moderate traffic and a white pickup truck nearby.","A dog runs onto the highway from a white pickup truck, and a pedestrian exits the truck to chase the dog, creating a hazard for the ego-car."
303,41,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a two-lane road with oncoming traffic ahead and dense trees surrounding the road.","A deer runs from the right roadside across the ego-car's lane, entering its path."
304,111,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches an intersection with a pedestrian in a crosswalk.","Pedestrian steps into the ego-car's path and points toward the vehicle, prompting the ego-car to stop."
305,121,0,"0. No Crash",0,"scooter on the road",2,0,0,2,"Ego-car approaches an intersection with a blue truck on the right carrying water jugs and motorcycles ahead.","A water jug falls from the blue truck on the right and rolls across the ego-car's path at the intersection."
306,1,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car stops at an intersection with a crosswalk ahead, a bus, and pedestrians present.","A pedestrian crosses into the ego-car's path on the crosswalk while the ego-car is stopped."
307,328,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car approaches an intersection with a green traffic light and a crosswalk ahead, with a yellow taxi and a scooter visible ahead.","A cyclist on a scooter crosses the ego-car's path at the crosswalk against the traffic light."
308,251,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,0,"Ego-car follows a woman on a motorcycle in the right lane on a wet city street.","The woman on the motorcycle loses balance and falls to the right near the curb."
309,151,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,3,"Ego-car approaches an intersection with a bus and white cars ahead, with motorcyclists riding on the right.","A motorcyclist falls on the right side near a white car at the intersection, creating a hazard in the traffic flow."
310,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car approaches an intersection with a blue van ahead having open rear doors.","The blue van's open rear doors cause cargo to fall onto the road, creating debris in the ego-car's path."
311,171,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"Ego-car approaches a bus on a rural road with a cyclist ahead.","A cyclist crosses the road into the ego-car's path, causing the ego-car to swerve and lose control."
312,1,0,"0. No Crash",0,"animal on the road",0,0,0,1,"Ego-car drives on a city road with parked vehicles and a van on the right.","A silver car departs from the right curb and enters the ego-car's lane, blocking its path."
313,81,0,"0. No Crash",0,"animal on the road",0,20,0,0,"Ego-car approaches a crosswalk with geese crossing the road ahead.","Geese crossing the road ahead create a hazard that forces the ego-car to slow down."
314,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car approaches a city intersection with visible crosswalk markings and oncoming traffic.","No anomaly or incident occurred; the ego-car continues through the intersection under normal urban driving conditions with no hazardous events."
315,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked cars on both sides and green traffic lights ahead.","No incident occurred; the ego-car is progressing normally through an urban area with clear road conditions and no hazards detected."
316,229,0,"0. No Crash",0,"scooter on the road",0,0,0,1,"Ego-car follows a silver SUV in the middle lane on a city street with moderate traffic.","A tire detaches from the silver SUV ahead and rolls into the ego-car's lane, creating a debris hazard."
317,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with parked cars, streetlights, and wet road surface.","No incident occurred as the ego-car continues steady motion on a clear urban road with no obstruction or anomaly."
318,200,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,3,"Ego-car approaches an intersection with a pedestrian crossing, vehicles parked on the side, and a white car near a blue barrier.","A red motorcycle suddenly turns left across the ego-car's path from the oncoming lane, creating an immediate collision risk."
319,1,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet highway with multiple trucks ahead in the same lane and a blue truck in the left lane.","A blue truck in the left lane cuts in toward the ego-car's lane, resulting in a collision."
320,41,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches an intersection with a motorcycle on the left lane.","A motorcyclist enters the intersection from the left and collides with the ego car."
321,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car stops at a red traffic light with multiple vehicles ahead under an overpass on a city road.","Traffic is halted by a red traffic light, causing the ego-car and surrounding vehicles to stop before the intersection."
322,121,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a white car on a rural road with oncoming traffic ahead.","A gray car crosses the center line from the left and collides with the white car."
323,101,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car stops at a red light with multiple vehicles at an intersection.","A white car cuts in from the left lane and brakes sharply."
324,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"Ego-car approaches an intersection with a cyclist on the right and a yellow car turning left at the crosswalk.","A cyclist loses balance and falls onto the crosswalk while a yellow car turns left, with no external collision observed."
325,21,0,"0. No Crash",0,"animal on the road",0,2,0,0,"Ego-car drives on a two-lane road surrounded by trees with no other vehicles or pedestrians.","Deer cross the road ahead, creating a collision hazard for the ego-car."
326,231,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,1,"Ego-car follows a truck in the same lane on a highway with green barriers.","The truck swerves left into the ego-car's lane, causing a collision."
327,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane road under an overpass with clear traffic ahead.","No incident or anomaly observed; traffic flows normally with no visible hazards affecting the ego-car."
328,101,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a residential street with parked cars on both sides and streetlights.","A vehicle enters the left lane ahead of the ego-car, altering its path."
329,249,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a highway with debris ahead in the lane.","Debris rolls across the highway lane, forcing the ego-car to swerve left to avoid collision."
330,61,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car drives on a city road with buildings and parked vehicles on the left.","A pedestrian runs into the road from the left sidewalk toward the ego-car, creating a collision hazard."
331,91,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Ego-car is stationary with a cyclist approaching from the right in the adjacent lane and parked cars visible on both sides.","A cyclist moves from the right lane into the path of the ego-car and collides with its front left side."
332,191,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a residential street with parked cars on both sides and oncoming traffic.","A black car merges left from a parked position into the ego-car's lane, blocking its path ahead."
333,67,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"pedestrian on the road",1,0,1,1,"Ego-car approaches a crosswalk where a pedestrian runs across as a motorcycle passes left to right.","A pedestrian stumbles and falls on the crosswalk while crossing, colliding with a motorcycle passing left to right."
334,1,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a crosswalk with a pedestrian starting to cross from the left curb.","A pedestrian crosses the crosswalk from left to right ahead of the ego car, creating a potential conflict that is avoided without collision."
335,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"Ego-car approaches a crosswalk where a pedestrian and a child wait near the curb, and a cyclist is present nearby.","A cyclist loses balance and falls in front of the ego-car at the crosswalk."
336,1,0,"0. No Crash",0,"pedestrian on the road",0,0,1,2,"Ego-car follows a blue Ocado van on a residential road with parked vehicles and a pedestrian running ahead.","A pedestrian runs into the road from behind a parked van, requiring the ego-car to alter its path to avoid collision."
337,277,0,"0. No Crash",0,"car hits barrier",0,0,0,0,"Ego-car drives on a multi-lane road with construction barrels on the right and oncoming traffic.","A construction barrel falls onto the road ahead, requiring the ego-car to swerve left to avoid it."
338,25,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car follows an orange SUV in the center lane on a multi-lane highway with a white car to the right.","Debris falls from the orange SUV onto the highway lane ahead as it passes, appearing on the road in front of the ego-car."
339,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with utility poles, power lines, and billboards under clear skies.","No incident or hazard is present; the ego-car is traveling under normal conditions with no visible anomalies in the environment."
340,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white van in the right lane with multiple cars ahead on a multi-lane road with moderate traffic.","No incident or anomaly is observed; traffic flows normally without disruptions or hazards."
341,301,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows a green truck on a wet road at night with streetlights.","The green truck brakes suddenly, causing the ego-car to face an immediate collision risk due to close following distance on a wet surface."
342,387,0,"0. No Crash",0,"vehicle overtakes",0,0,0,0,"Ego-car follows a white sedan in heavy urban traffic with green traffic lights ahead.","A white car in the left lane moves sharply ahead and requires the ego-car to brake to avoid collision."
343,1,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with open lanes and no visible obstacles.","A goose walks into the road ahead and blocks the ego-car's path."
344,367,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a dark road with streetlights and distant traffic lights.","A sudden bright light and blurred surroundings occur, indicating a possible near-miss event affecting the ego-car's visibility and stability."
345,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with moderate traffic, a speed limit sign visible, and a dark car ahead in the left lane.","No incident occurred; all vehicles proceed normally under clear conditions with green traffic lights and no hazards detected."
346,93,0,"0. No Crash",0,"pedestrian on the road",0,0,1,0,"Ego-car approaches a pedestrian on the left sidewalk near a stone wall.","A pedestrian jumps over a stone wall onto the road with a skateboard, forcing the ego-car to stop."
347,67,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car follows two trucks on a highway, one in the right lane and one in the left lane, with a green road sign ahead.","The truck in the left lane swerves right and collides with the truck in the right lane, generating a dust cloud that obscures the road."
348,220,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,0,"Ego-car approaches an intersection with a pedestrian near a white SUV.","A pedestrian steps into the ego-car's path from the right, blocking its progress."
349,81,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a silver sedan in the right lane on a multi-lane highway with dry debris on the shoulder.","A dark SUV merges from the left lane into the ego-car's path, requiring evasive steering."
350,440,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a rural road with oncoming vehicles and buildings ahead.","Sudden darkening and loss of visibility obscure the road view, reducing the ego-car's ability to perceive oncoming traffic."
351,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car approaches an intersection with a white truck turning right and an oncoming white truck approaching.","A white truck turning right enters the path of an oncoming white truck, resulting in a collision."
352,220,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"Ego-car approaches an intersection with a cyclist on the left side.","A cyclist crosses the road from the left and blocks the ego-car lane."
353,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car drives on a city road with oncoming traffic and a white car ahead in the same lane.","A white car crosses the double yellow line into the ego-car's lane, creating a near-miss collision."
354,1,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"Ego-car approaches a pedestrian standing in the parking garage lane.","A pedestrian stands in the lane and directs the ego car to stop."
355,173,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a wet city road at night with oncoming traffic and a red truck visible on the left.","A vehicle crosses into the ego-car's lane, causing a near-miss collision."
356,211,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches an intersection with a bus on the left and a car ahead.","A car turns left across oncoming traffic and blocks the ego-car's path."
357,41,0,"0. No Crash",0,"animal on the road",0,1,0,1,"Ego-car follows a truck on a highway with orange traffic cones and construction signs ahead.","A traffic cone falls from the truck onto the road, creating a hazard that forces the ego-car to slow down to avoid a collision."
358,71,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"Ego-car follows a truck ahead on a rural road with a motorcycle in the right lane.","The truck releases dust and debris onto the road, reducing visibility and creating a hazard for following vehicles."
359,161,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a highway with construction cones lining the shoulder and moderate traffic ahead.","A motorcycle enters the left lane from the shoulder and merges ahead of the ego-car."
360,171,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"Ego-car approaches a blue truck stopped ahead near a tunnel exit.","A scooter lies on the ground ahead of the blue truck, creating an obstruction for the ego-car."
361,51,0,"0. No Crash",0,"pedestrian is crossing the street",0,1,2,0,"Ego-car approaches a crosswalk where a pedestrian with a stroller and a dog are present.","A pedestrian with a stroller and a dog steps onto the crosswalk, blocking the ego-car's path."
362,371,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a dark car in the center lane on a sunny city street with light traffic.","A black SUV merges into the ego-car's lane from the left, creating a hazard that requires evasive action."
363,25,1,"1. Ego-car collided but did not stop",1,"ego-car hit an animal",0,1,0,0,"Ego-car drives on a dark road with oncoming vehicle lights visible ahead.","A deer enters the road from the left and crosses in front of the ego-car, creating a collision hazard."
364,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a city road with buildings and parked vehicles.","A white car moves from the left lane toward the ego-car, creating a near-collision risk."
365,101,0,"0. No Crash",0,"pedestrian on the road",0,0,1,0,"Ego-car drives under an overpass with multiple lanes of traffic ahead.","A pedestrian runs across the left lane, creating a hazard for the ego-car and oncoming traffic."
366,111,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"Ego-car follows a white sedan ahead on a multi-lane road at night with a van and truck in the right lane.","Debris falls from the truck ahead and lands in the left lane, forcing the ego-car to swerve to avoid collision."
367,91,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,2,"Ego-car approaches intersection with bicycles in the right lane and vehicles moving normally.","A cyclist falls in front of the ego-car, blocking the right lane near the crosswalk."
368,83,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"Ego-car approaches a pedestrian on the left side of a rural road with oncoming traffic visible.","A truck emerges from the left and collides with the ego-car."
369,91,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a rural road with oncoming traffic ahead.","A black cat crosses the road from left to right in front of the ego-car, creating an immediate hazard."
370,531,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car follows a vehicle in the right lane on a multi-lane highway with a large RV ahead in the left lane.","A large RV moves left across lanes and blocks the ego-car's path ahead."
371,71,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",0,0,0,2,"Ego-car follows a horse-drawn carriage on a two-lane road at night.","The horse-drawn carriage's left wheel detaches and scatters debris on the road, creating a hazard for the ego-car."
372,181,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a white truck and a black car ahead.","A white truck turns left across oncoming traffic without signaling and blocks the ego-car's path."
373,61,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a highway with clear lanes and roadside trees or distant vegetation.","A large overhead sign detaches and falls or flies across the highway, striking the ego car."
374,231,0,"0. No Crash",0,"bicycle on road",1,0,1,0,"Ego-car approaches an intersection with a cyclist on the right and a white truck in the left lane.","A white truck moves into the travel lane and blocks the ego-car's path at the intersection."
375,351,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with a red car and a white car ahead, and a pedestrian on a scooter on the right sidewalk.","A pedestrian on a scooter crosses from the right sidewalk into the street ahead, creating a hazard for the ego-car."
376,13,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"Ego-car approaches an intersection with a black car turning left and oncoming vehicles.","A black car turns left across oncoming traffic and blocks the ego car's path."
377,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car drives on a multi-lane road with multiple trucks and cars ahead.","A dump truck spills debris onto the road, creating a hazard for following vehicles."
378,77,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"Ego-car approaches a cyclist riding on the left side of a narrow street near parked cars.","A motorcycle enters from the left and collides with the cyclist, knocking both down."
379,169,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,1,"Ego-car approaches an intersection with a bus on the left and a pedestrian near the curb under wet road conditions.","A pedestrian crosses from the left into the ego-car's path at the intersection during rainy conditions without yielding."
380,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road with heavy traffic and parked vehicles.","No incident occurred; all vehicles are moving normally without hazards or collisions."
381,141,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"Ego-car drives on a highway with a tree branch overhead and vehicles in the left lane.","A falling tree branch collides with the ego car's windshield."
382,169,0,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a highway with a car ahead in the same lane.","Debris falls from a vehicle ahead onto the highway lane, creating a hazard for the ego-car."
383,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car follows a white SUV in the right lane at a city intersection with crosswalks and construction cones.","Normal traffic flow continues as the ego-car follows the white SUV through an intersection with active crosswalks and construction signage, with no obstruction or hazard affecting movement."
384,295,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"Ego-car approaches intersection with green traffic light and a yellow vehicle ahead, with a white SUV on the right lane on a wet road.","A white SUV moves from the right lane into the ego-car's path, causing a near-miss or collision risk."
385,141,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway under an overpass with multiple vehicles ahead in the right lane.","Debris on the road creates a hazard that requires the ego-car to adjust its path or speed to avoid collision."
386,59,0,"0. No Crash",0,"animal on the road",0,1,0,0,"Ego-car drives on a dark gravel road with green vegetation on both sides.","A deer stands in the middle of the road ahead and blocks the ego-car's path."
387,191,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"car flipped over",0,0,0,2,"Ego-car drives on a highway with a truck ahead in the right lane and oncoming traffic.","A vehicle ahead in the right lane loses control and rolls over on the highway, blocking the lane."
388,1,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"Ego-car approaches intersection with green traffic light and multiple vehicles ahead, including a white truck and a silver SUV.","A silver SUV turns left across oncoming traffic and enters the ego-car's lane, requiring the ego-car to adjust its path to avoid collision."
389,49,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a wet highway with a white truck in the right lane and vehicles ahead in multiple lanes.","Ego-car's windshield wiper activates due to rain, partially obstructing the driver's view."
390,241,0,"0. No Crash",0,"bicycle on road",1,0,1,0,"Ego-car approaches an intersection with a pedestrian and a bicycle ahead on the road.","A pedestrian walks into the road ahead at the intersection and blocks the ego-car lane, while a bicycle obstructs the roadway."
391,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a multi-lane highway with multiple vehicles in adjacent lanes under bright sunlight and clear skies.","No incident or anomaly is detected; all vehicles maintain normal positions and speeds, indicating stable traffic flow."
392,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"Ego-car drives on a city road at night with green traffic lights ahead and oncoming traffic.","A vehicle on the right lane merges into the ego-car's lane, creating a hazard."
393,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"unknown",0,0,0,0,"Ego-car drives on a rainy road with power lines and wet pavement.","A lightning strike near power lines causes a bright explosion and fire ahead."
