"video","Incident window start frame","Incident Detection","Crash Severity","Ego-car involved","Label","Number of Bicyclists/Scooters","Number of animals involved","Number of pedestrians involved","Number of vehicles involved (excluding ego-car)","Caption Before Incident","Reason of Incident"
287,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car follows a blue-jacketed cyclist near a city intersection with oncoming traffic.","The cyclist suddenly leans left and falls into the ego-car's path ahead."
288,141,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car hits barrier",0,0,0,1,"The ego-car approaches an intersection with a blue truck parked left of the crosswalk.","The blue truck suddenly moves forward and collides with a pole, creating smoke and debris."
289,121,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,1,0,"The ego-car drives on a city street past parked vans and shops with red signs.","A child in pink crosses the road ahead and falls in front of the ego-car."
290,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car travels on a multi-lane highway under green overhead signs with moderate traffic.","No incident occurred; traffic flows normally under highway signs."
291,81,0,"0. No Crash",0,"debris on the road",0,0,0,1,"The ego-car follows a white car and a black SUV at a green traffic light intersection.","A truck's trailer shifts left and spills wooden debris across the left lane."
292,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car stops at a red light at an intersection with oncoming traffic visible.","A silver vehicle enters from the left and crosses the intersection ahead of the ego-car."
293,321,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car follows a white van on a two-lane road with oncoming traffic.","A pedestrian in red crosses the road ahead and blocks the ego-car lane."
294,241,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car is stopped on a residential street with a small dog in the lane ahead.","A small light-colored dog crosses the road from left to right in front of the ego-car."
295,81,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a black car in the right lane at an intersection with green traffic lights.","A car ahead emits thick smoke and slows abruptly, causing a potential collision hazard."
296,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a black car and a van in the right lane on a highway.","No visible incident or anomaly occurred during the sequence; traffic flows normally."
297,111,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car follows a white car in the right lane with a child on a bicycle nearby.","The child on the bicycle collides with the ego-car and falls onto the road surface."
298,346,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a black sedan in the middle lane on a wet city road.","The scene darkens abruptly due to camera malfunction or obstruction ahead."
299,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white sedan in the right lane on a wet city street.","The white sedan brakes suddenly ahead, causing a near-miss in the same lane."
300,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,1,"The ego-car approaches a white van on a narrow wet road near a building.","The white van turns left suddenly without signaling and collides with the ego-car."
301,37,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives past parked cars on a residential street with a pedestrian ahead.","A black car opens its driver door into the ego-car's path causing a collision."
302,201,0,"0. No Crash",0,"animal on the road",0,1,2,1,"The ego-car travels on a multi-lane highway with moderate traffic ahead.","A dog runs into the highway lane and a person exits a white truck to chase it."
303,43,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car follows a black car on a two-lane road with rocky embankments and dense trees.","A deer crosses from the right side into the ego-car lane and disappears ahead."
304,211,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The pedestrian crosses the street in front of the ego-car at a crosswalk.","The pedestrian stops in the crosswalk and points toward the ego-car, causing the vehicle to stop."
305,121,0,"0. No Crash",0,"scooter on the road",2,0,0,1,"The ego-car approaches an intersection with a blue truck carrying water jugs on the right.","A water jug falls from the blue truck and rolls across the ego-car's path at the intersection."
306,381,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car stops at a red light with a bus and crosswalk ahead.","A pedestrian crosses from the left into the ego-car lane on the crosswalk."
307,328,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"The ego-car approaches an intersection with a green traffic light and a yellow taxi ahead.","A cyclist crosses the ego-car's path from left to right in the crosswalk ahead."
308,251,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,2,0,"The ego-car follows a woman on a motorcycle in the right lane on a wet city street.","The woman on the motorcycle loses balance and falls to the right near the curb."
309,161,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"The ego-car follows a white car near a bus at an intersection with wet roads.","A motorcyclist falls on the right side near a white car at the intersection."
310,101,0,"0. No Crash",0,"debris on the road",0,0,0,1,"The ego-car approaches an intersection with a blue van and oncoming white car visible.","The blue van's rear doors open during motion, spilling debris across the intersection lanes."
311,171,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,1,"The ego-car approaches a green bus parked on the left side of a rural road.","A cyclist crosses the road ahead and the ego-car swerves right into trees."
312,1,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a city street with parked cars and a van ahead.","A silver car departs from the right curb and blocks the ego-car lane."
313,81,0,"0. No Crash",0,"animal on the road",0,100,0,0,"The ego-car approaches a crosswalk with geese crossing the road ahead.","As many as 100 geese cross the road stretching hundreds of feet in both directions."
314,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches an intersection with visible crosswalk markings and oncoming traffic.","No visible collision or abnormal event occurred during the sequence."
315,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives in the center lane with green traffic lights ahead and parked cars on both sides.","No incident detected; road conditions remain clear with no visible hazards or collisions."
316,241,0,"0. No Crash",0,"scooter on the road",0,0,0,1,"The ego-car follows a silver SUV in the middle lane on a city street with moderate traffic.","The silver SUV ahead loses a tire that rolls into the ego-car's lane, causing debris hazard."
317,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives through a city street with parked cars and wet road.","No visible incident or anomaly in the sequence; road appears clear."
318,200,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"The ego-car approaches an intersection where a cyclist rides left and a white car stops near a blue barrier.","A red motorcycle suddenly turns left across the ego-car's path from the oncoming lane."
319,251,0,"0. No Crash",0,"debris on the road",0,0,0,0,"The ego-car follows trucks on a wet highway with multiple lanes visible.","A small object lies on the wet road ahead while vehicles continue moving normally."
320,41,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches a curved road with a red stop sign on the left.","A motorcyclist enters the intersection from the left and collides with the ego-car."
321,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives under an overpass on a wet road with city traffic ahead.","No visible incident or anomaly; normal urban driving under overpass with traffic ahead."
322,121,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white car on a rural road with oncoming traffic visible ahead.","A gray car crosses the center line from the left and collides with the white car."
323,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car stops behind a red SUV at a red traffic light in an intersection.","No visible incident or anomaly across all frames; traffic remains stationary at the light."
324,101,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"The ego-car approaches an intersection with a cyclist on the right and yellow car turning left.","The cyclist in blue leans left and falls onto the crosswalk without external contact."
325,51,0,"0. No Crash",0,"animal on the road",0,2,0,0,"The ego-car drives on a two-lane road with double yellow lines and trees.","Two deer cross the road ahead, forcing the ego-car to avoid them."
326,231,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a large truck in the same lane on a highway with green barriers.","The truck moves left across lanes ahead without signaling, forcing the ego-car to adjust."
327,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a multi-lane road under an overpass with a white car ahead.","No visible incident or anomaly; clear road ahead with normal traffic flow."
328,41,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a residential street with parked cars on both sides.","No incident occurred; the video shows normal driving with no hazards or collisions."
329,261,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a wet highway with debris in the middle lane ahead.","Debris in the middle lane causes the ego-car to swerve left to avoid collision."
330,61,0,"0. No Crash",0,"pedestrian on the road",0,0,1,0,"The ego-car drives on a city street with buildings and trees visible.","A pedestrian runs into the road from the left side toward the ego-car."
331,141,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car is stationary with a cyclist approaching from the right in the adjacent lane.","The cyclist crosses into the ego-car's path and collides with the front left side."
332,191,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a residential street with parked cars on both sides.","A black car merges left from parked position and blocks the ego-car lane ahead."
333,71,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,1,1,"The ego-car approaches a crosswalk where a pedestrian waits to cross left to right.","The pedestrian crosses into the path of a scooter and falls on the crosswalk."
334,111,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches a crosswalk where a pedestrian with an orange bag stands on the left curb.","A pedestrian crosses the crosswalk from left to right ahead of the ego-car without collision."
335,161,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches a crosswalk where two pedestrians wait near the curb.","A cyclist enters the ego-car lane from the right and falls in front of the vehicle."
336,1,0,"0. No Crash",0,"pedestrian on the road",0,0,1,3,"The ego-car follows a blue Ocado van on a two-lane road with parked vehicles.","The ego-car overtakes the Ocado van while a pedestrian runs on the left side of the road."
337,281,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a multi-lane road with construction barrels on the right.","A construction barrel lies on the road ahead, forcing the ego-car to swerve left."
338,31,0,"0. No Crash",0,"debris on the road",0,0,0,0,"The ego-car follows an orange SUV in the center lane on a multi-lane highway with a white car to the right.","Debris appears on the road ahead after the orange SUV passes, indicating a possible fall from the vehicle."
339,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car travels on a city street with power lines and billboards visible.","No visible incident or hazard in the provided frames; clear sky and road."
340,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white van in the right lane with multiple cars ahead.","No visible incident or anomaly across all frames; traffic flows normally."
341,301,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a green truck on a wet road at a nighttime intersection.","The green truck moves ahead on the wet road with no collision occurring."
342,387,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white car in the left lane with green traffic lights ahead.","A white car from the left lane cuts in sharply ahead and forces braking without contact."
343,1,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a rural road with open fields and sparse trees.","A goose crosses the road ahead and blocks the ego-car's lane."
344,311,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a dark road with a yellow lane marker ahead.","No incident occurred; the vehicle continues driving normally without hazards."
345,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a dark car in the left lane near a speed limit sign.","No visible incident or hazard in the sequence; all vehicles proceed normally."
346,101,0,"0. No Crash",0,"pedestrian on the road",0,0,1,0,"The ego-car drives on a road with a pedestrian standing near the left sidewalk.","A pedestrian crosses the road from left to right while holding a skateboard, forcing the ego-car to stop."
347,71,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows two trucks in the right lane on a highway with a green road sign ahead.","The left truck swerves right and collides with the right truck, causing a dust cloud and collision."
348,250,0,"0. No Crash",0,"pedestrian is crossing the street",1,0,1,0,"The ego-car approaches an intersection with a white SUV parked on the right.","A pedestrian steps into the ego-car lane from the right and blocks the path."
349,81,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a silver car in the right lane on a multi-lane highway with dry debris on the shoulder.","A dark SUV suddenly merges from the left into the ego-car's path causing evasive steering."
350,436,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an oncoming white car on a two-lane rural road.","The oncoming white car swerves left and blocks the ego-car lane."
351,71,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car approaches an intersection with a white truck turning right ahead.","A white truck turns right ahead while ego-car proceeds through the intersection."
352,220,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a crossing cyclist",1,0,0,0,"The ego-car approaches an intersection with a cyclist on the left side.","A cyclist crosses the road from the left and blocks the ego-car lane."
353,61,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a city road with oncoming traffic and tall buildings.","A white car crosses the double yellow line and enters the ego-car lane."
354,31,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches a pedestrian standing near a traffic cone in the parking garage lane.","The pedestrian steps toward the ego-car lane and blocks the path ahead."
355,181,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a wet road beside a red truck with oncoming traffic visible.","A truck crosses the median and collides with another vehicle ahead on the left."
356,211,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with a bus on the left and a silver car ahead.","A black car crosses the intersection from left to right and blocks the ego-car's path."
357,51,0,"0. No Crash",0,"debris on the road",0,0,0,0,"The ego-car follows a white truck on a two-lane highway with green fields on both sides.","A traffic cone appears in the lane ahead and the ego-car slows to avoid it."
358,73,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"The ego-car follows a concrete mixer truck on a two-lane rural road with a motorcyclist nearby.","The truck's rear chute releases a large dust cloud that obscures the road and reduces visibility."
359,161,0,"0. No Crash",0,"vehicle overtakes",1,0,0,1,"The ego-car follows a white sedan with orange cones lining the shoulder ahead.","A motorcycle enters the left lane from the oncoming side and moves ahead of the ego-car."
360,191,0,"0. No Crash",0,"scooter on the road",1,0,0,1,"The ego-car approaches a blue truck stopped ahead near a tunnel exit.","A scooter lies on the ground ahead of the blue truck causing obstruction."
361,111,0,"0. No Crash",0,"pedestrian is crossing the street",0,1,2,0,"The ego-car approaches a crosswalk where two pedestrians and a dog wait on the right.","A pedestrian with a stroller steps onto the crosswalk and blocks the ego-car's path."
362,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a dark car in the center lane on a sunny city street.","No visible incident or anomaly; all frames show normal driving conditions."
363,41,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a dark two-lane road with oncoming traffic visible ahead.","A deer appears ahead and crosses from the left side into the ego-car lane."
364,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives straight on a city street with parked cars and buildings on the right.","No visible incident or anomaly; the road is clear with normal traffic conditions ahead."
365,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows multiple vehicles under an overpass with city buildings visible ahead.","No incident occurred; traffic flows normally under the overpass with no hazards visible."
366,111,0,"0. No Crash",0,"flying object hit the car",0,0,0,2,"The ego-car follows a white car in the left lane with a van and truck ahead.","Debris falls from the truck ahead and blocks the left lane causing evasive swerve."
367,91,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,1,2,"The ego-car follows a green taxi at an intersection with bicycles in the right lane.","A cyclist falls in front of the ego-car, blocking the right lane near the crosswalk."
368,101,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"The ego-car approaches a pedestrian on a narrow rural road with oncoming traffic visible.","A truck emerges from the left and blocks the lane causing a collision with another vehicle."
369,91,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a rural road with oncoming traffic in the distance.","A black cat crosses the road from left to right ahead of the ego-car."
370,531,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white van in the right lane on a multi-lane highway at dusk.","A large RV moves left across lanes and blocks the ego-car's path ahead."
371,71,0,"0. No Crash",0,"bicycle on road",0,0,0,2,"The ego-car follows a horse-drawn carriage on a two-lane road at night.","The horse-drawn carriage's left wheel detaches and scatters debris ahead."
372,181,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with a white truck and a black car ahead.","The white truck turns left across lanes without signaling and blocks the ego-car path."
373,63,1,"1. Ego-car collided but did not stop",0,"flying object hit the car",0,0,0,0,"The ego-car drives on a highway with three lanes and green trees on both sides.","A large debris flies from the left and collides with the ego-car windshield."
374,231,0,"0. No Crash",0,"bicycle on road",1,0,0,0,"The ego-car follows a cyclist near a crosswalk with oncoming traffic visible.","A white truck parks in the travel lane and blocks the ego-car path."
375,351,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"The ego-car follows a red car and a white car on a city street with palm trees.","A person on a scooter crosses from the right sidewalk into the street ahead."
376,51,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches an intersection with a red traffic light and oncoming traffic.","A black car crosses the intersection from the left and blocks the ego-car's path."
377,81,0,"0. No Crash",0,"unknown",0,0,0,1,"The ego-car follows a silver car in the right lane with oncoming traffic left.","A dump truck in the right lane spills debris onto the road ahead."
378,81,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,1,"The ego-car approaches a pedestrian riding a bicycle in the left lane near a parked car.","A motorcycle enters from the left and collides with the bicycle, knocking down both riders."
379,171,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches an intersection with a bus on the left and wet road.","A pedestrian crosses from the left into the ego-car's path at the intersection."
380,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a multi-lane road with parked cars and buildings on both sides.","No visible incident or anomaly; all vehicles proceed normally without collision or hazard."
381,151,1,"1. Ego-car collided but did not stop",1,"flying object hit the car",0,0,0,0,"The ego-car drives on a highway with two oncoming cars and a truck visible ahead.","A large branch falls across the road and collides with the ego-car windshield."
382,181,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car in the right lane on a clear highway with trees.","Debris appears in the ego-car lane ahead, causing the following car to swerve right."
383,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white SUV in the right lane at a city intersection with crosswalks.","No visible incident or hazard; all vehicles and pedestrians move normally in the sequence."
384,299,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a yellow car through a green traffic light at an intersection.","A white car cuts in from the right lane and blocks the ego-car's path."
385,381,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white SUV in the right lane under an overpass with multiple cars ahead.","No incident detected; traffic flows normally under the overpass with no visible hazards or collisions."
386,71,0,"0. No Crash",0,"animal on the road",0,1,0,0,"The ego-car drives on a gravel road with green vegetation on both sides.","A deer stands in the middle of the road ahead and blocks the ego-car lane."
387,201,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"car flipped over",0,0,0,2,"The ego-car follows a large truck in the right lane on a highway with oncoming traffic.","A car ahead loses control and rolls over on the wet road, blocking the lane."
388,51,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white truck at an intersection with green traffic lights and multiple cars.","A silver car turns left across the ego-car's lane and forces a lane change to avoid collision."
389,51,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white truck in the right lane on a wet highway with light traffic.","The windshield wiper moves across the view, indicating rain, but no collision occurs."
390,241,0,"0. No Crash",0,"bicycle on road",1,0,1,0,"The ego-car approaches an intersection with a red traffic light and a wet road.","A pedestrian crosses the road ahead in the intersection and blocks the ego-car lane."
391,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows other vehicles on a multi-lane highway under bright sunlight with clear skies.","No incident detected; all vehicles maintain normal positions and speeds throughout the sequence."
392,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives straight on a multi-lane road at night with green traffic lights.","No incident observed; all frames show normal driving with no hazards or collisions."
393,131,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a wet road under power lines during heavy rain.","A bright explosion near power lines causes a flash and subsequent fire ahead."
394,91,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",2,0,0,2,"The ego-car follows a white car in the left lane near a crosswalk with multiple vehicles ahead.","A motorcycle collides with another motorcycle in the middle lane causing both to fall."
395,401,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car approaches an intersection with a pedestrian on the right sidewalk.","A pedestrian steps into the ego-car lane and crosses directly ahead."
396,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches a controlled intersection with vehicles and pedestrians present.","No incident occurred; the sequence shows normal traffic flow with no collisions."
397,161,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"many cars/pedestrians/cyclists collided",1,0,0,2,"The ego-car approaches an intersection with multiple trucks and cars stopped at a red light.","A scooter collides with a blue truck turning left and falls near the truck's front wheel."
398,491,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a yellow van in the left lane under a highway overpass.","Oncoming traffic crosses the center line and forces the yellow van to brake."
399,276,0,"0. No Crash",0,"animal on the road",0,0,0,1,"The ego-car follows a silver van on a multi-lane highway with clear weather.","A black animal appears on the road ahead and moves right near the shoulder."
400,111,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white truck with red markings on a wet road at night.","The truck turns right and blocks the ego-car's lane without signaling."
401,136,0,"0. No Crash",0,"scooter on the road",1,0,0,2,"The ego-car follows a white SUV and a truck on a multi-lane highway under green signs.","A tree falls onto the right shoulder ahead, blocking the lane with debris."
402,81,0,"0. No Crash",0,"scooter on the road",1,0,0,0,"The ego-car drives on a residential street with parked cars and houses visible.","A person on a scooter crosses the road ahead and blocks the ego-car's path."
403,211,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car on a wet highway with multiple lanes and oncoming traffic.","No visible incident or anomaly occurs in the sequence; normal traffic flow continues."
404,741,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car drives on a highway with a green bus approaching in the oncoming lane.","The green bus crosses into the ego-car lane, causing a collision and smoke."
405,11,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a red car on a highway with oncoming traffic in the left lane.","A white van crosses the center line and collides with an oncoming red truck ahead."
406,1,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a highway with a truck and cars in the left lane.","Debris on the right shoulder shifts position as the ego-car passes it."
407,51,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a white van in the right lane on a two-lane highway with greenery on both sides.","The white van swerves left across the lane divider and collides with another vehicle ahead."
408,91,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,1,2,"The ego-car follows a silver van in the right lane on a wet urban road.","A vehicle from the left lane crosses the barrier and collides with the van ahead."
409,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car approaches a crosswalk in an urban area with pedestrians and a motorcycle nearby.","No visible collision or abnormal event occurs; the scene remains normal throughout the sequence."
410,41,0,"0. No Crash",0,"animal on the road",0,1,0,1,"The ego-car approaches a black car in the oncoming lane on a wet road.","A horse crosses from the left side onto the road and collides with the oncoming car."
411,37,-1,"0. No Crash",0,"animal on the road",0,0,0,0,"The ego-car drives on a two-lane road with oncoming traffic and a right bicycle lane.","A deer crosses from the left into the ego-car's lane causing evasive steering."
412,111,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a black car in the right lane on a highway with trees.","The black car ahead swerves left and collides with the guardrail on the road."
413,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives on a dark road with a red truck on the left.","No incident occurred; all vehicles proceed normally through the sequence."
414,111,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a silver truck with a loaded trailer in the left lane on a highway.","The silver truck's trailer shifts load to the right and causes the truck to swerve left."
415,51,0,"0. No Crash",0,"debris on the road",0,0,0,1,"The ego-car follows a black SUV in the left lane with city buildings ahead.","Debris falls from the black SUV and lands on the highway lane."
416,261,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches a narrow road section with three parked cars ahead.","A white car turns left from the side road and blocks the ego-car's path."
417,31,0,"0. No Crash",0,"pedestrian is crossing the street",0,0,1,0,"The ego-car follows a white car in the right lane near a crosswalk with pedestrians on the sidewalk.","A pedestrian crosses the street from the right and steps directly into the ego-car lane."
418,182,1,"3. Ego-car collided with at-least one person or cyclist",1,"ego-car hits a pedestrian",0,0,2,1,"The ego-car follows a blue truck at an intersection with pedestrians on the right.","Two pedestrians cross into the ego-car lane from the right and collide with the vehicle."
419,1,-1,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car follows a white car in the right lane on a city street.","No incident occurs; traffic flows steadily with no visible hazards."
420,151,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a red sedan on a dark road with oncoming traffic visible.","The red car ahead swerves right while another vehicle approaches from the left lane."
421,421,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a white truck in the right lane on a highway with oncoming traffic.","A gray car merges from the left lane into the ego-car's path without signaling."
422,41,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car approaches a blue truck on a wet road with a concrete barrier on the left.","The blue truck moves left across the lane and blocks the ego-car's path on the wet road."
423,101,0,"0. No Crash",0,"vehicle overtakes",0,0,0,1,"The ego-car follows a red car in the right lane on a city street with oncoming traffic.","A white car from the left lane merges right and forces the red car to brake suddenly."
424,262,0,"0. No Crash",0,"vehicle overtakes",0,0,0,2,"The ego-car follows a gray sedan on a two-lane road with oncoming traffic.","A white SUV overtakes on the right while a jeep approaches in the opposite lane."
425,371,1,"6. One or Multiple vehicles collided but ego-car is fine",0,"vehicle drives into another vehicle",0,0,0,3,"The ego-car follows a white sedan in the left lane on a multi-lane highway with a truck ahead.","The white sedan changes lane right abruptly and collides with a dark car in the adjacent lane."
426,176,1,"4. Other cars collided with person/car/object but ego-car is ok",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a black truck with license plate P-51B02 in city traffic.","The orange truck on the right merges left and collides with the black truck ahead."
427,61,0,"0. No Crash",0,"animal on the road",0,1,0,1,"The ego-car follows a motorcycle on a two-lane rural road with green fields.","A horse-drawn cart crosses from the left and blocks the ego-car lane."
428,441,0,"0. No Crash",0,"unknown",0,0,0,0,"The ego-car drives in the right lane on a tree-lined road with a white wall on the right.","Debris appears on the road ahead and the ego-car swerves to avoid it."
429,121,0,"0. No Crash",0,"vehicle drives into another vehicle",0,0,0,2,"The ego-car follows a red Honda SUV in heavy city traffic with multiple lanes.","A silver car merges from the left lane and blocks the ego-car's path."
430,191,1,"3. Ego-car collided with at-least one person or cyclist",0,"many cars/pedestrians/cyclists collided",3,0,0,0,"The ego-car follows multiple motorcyclists near an overpass with oncoming traffic visible ahead.","A yellow-clad motorcyclist merges left and collides with the blue-jacketed motorcyclist ahead near the curb."
