video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
324,111,0,0. No Crash,0,bicycle on road,1,0,0,0,"Ego-car approaches an intersection with a cyclist riding on the right, a silver SUV ahead, and a yellow car at the crosswalk.",A cyclist loses balance and falls while riding across the crosswalk.
325,31,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a two-lane road surrounded by trees with no other vehicles or pedestrians.,"A wild animal crosses the road, creating a hazard for the ego-car."
326,81,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a black car ahead in the right lane.,"A black car changes lanes left into the ego-car's lane, causing a near-collision."
327,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with an overpass and other vehicles.,unknown hazard: no visible anomaly detected.
328,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a narrow residential street at night with parked cars on both sides.,No visible anomaly or incident in the sequence.
329,201,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with light traffic and a tire in the middle of the road.,A tire in the middle of the road poses a hazard to the ego-car.
330,71,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a clear city road with no visible pedestrians or vehicles.,"A pedestrian crosses the road, creating a hazard for the ego-car."
331,133,0,0. No Crash,0,bicycle on road,1,0,0,0,"Ego-car stops on a city street with parked cars on both sides, and a bicycle rider approaches from the right.","A bicycle rider moves into the path of the ego-car, creating a hazard."
332,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars on both sides.,unknown hazard: no visible anomalies or incidents in the frames
333,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,1,0,1,1,"Ego-car waits at an intersection with red traffic lights, pedestrians crossing the crosswalk, and vehicles stopped.",A motorcycle collides with a pedestrian as the pedestrian crosses the crosswalk.
334,71,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches a crosswalk with no pedestrians in the road.,A pedestrian crosses the road in front of the ego-car.
335,161,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives on a city road with a cyclist approaching from the right and pedestrians on the crosswalk.,A cyclist loses balance and falls onto the road.
336,31,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a residential road with an Ocado van ahead.,"A pedestrian runs in the road, creating a hazard for traffic."
337,21,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a white car on a multi-lane road with construction on the right.,"A white car veers left off the road, creating a hazard."
338,51,0,0. No Crash,0,animal on the road,0,1,0,0,"Ego-car drives on a highway with multiple cars, including a red SUV ahead and a white SUV on the right, under clear skies.",Unknown hazard: dark object on road appears in the middle of the lane.
339,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with clear skies, utility poles, and a gas station sign ahead.",unknown hazard: no visible anomalies or incidents in the frames
340,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with visible exit signs and other vehicles ahead.,unknown hazard: no visible anomalies or incidents in the sequence
341,301,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a green truck on a wet road at night.,"The green truck brakes suddenly, creating a hazard for following vehicles."
342,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives in traffic with multiple vehicles stopped at a red light.,unknown hazard: no visible anomaly in frames
343,1,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with no immediate hazards.,"A goose is on the road, creating a hazard for the ego-car."
344,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a dark road at night with visible lane markings and distant lights.,unknown hazard: no visible anomaly or incident in the frames.
345,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with green traffic lights and other vehicles.,No incident occurred.
346,111,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a road with a pedestrian on the left sidewalk.,A pedestrian steps into the road from the left sidewalk.
347,71,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with two trucks ahead, one in the center and one on the left, near a toll booth.","A truck on the left releases a large cloud of debris, obscuring the road."
348,51,0,0. No Crash,0,pedestrian on the road,0,0,1,0,"Ego-car stops on a road with a black car ahead and a white SUV on the right, near a cultural city gate.","A pedestrian approaches a motorcycle with riders, causing an interaction near the white SUV."
349,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with other vehicles in adjacent lanes.,unknown hazard: no visible anomalies or incidents
350,101,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car drives on a rural road with trees and buildings on both sides.,"A motorcycle approaches from the left lane, creating a hazard for the ego-car."
351,41,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a white truck ahead and other vehicles nearby.,No incident occurred; the white truck's movement did not result in a hazard or collision.
352,231,0,0. No Crash,0,scooter on the road,1,0,1,1,Ego-car drives on a city road with a motorcycle rider ahead on the left.,A motorcycle rider falls off the motorcycle and the motorcycle drops to the ground.
353,61,0,0. No Crash,0,vehicle overtakes,0,0,0,1,"Ego-car drives on a multi-lane road with several vehicles, including a white car ahead.","A white car changes lanes into the ego-car's path, causing a near-miss."
354,21,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car approaches a parking garage exit with a pedestrian directing traffic.,unknown hazard: pedestrian directing traffic in the path of the ego-car
355,81,1,6. One or Multiple vehicles collided but ego-car is fine,0,ego-car hits a vehicle,0,0,0,2,Ego-car drives on a night road with several vehicles ahead.,"A vehicle collides with another vehicle, creating light trails and sudden motion blur."
356,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential road with sun glare and parked cars.,unknown hazard: no visible anomaly
357,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a truck ahead in the same lane.,Construction zone with barriers and a cone creates a hazard as the ego-car approaches.
358,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a truck on a rural road with a motorcycle on the right.,"The truck discharges debris (sand/dust) onto the road, creating a hazard."
359,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with construction cones and other vehicles ahead.,unknown hazard: no visible anomaly in the frames.
360,171,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Ego-car follows a truck through a tunnel with no other vehicles visible.,"A truck collides with a motorcycle, causing the motorcycle to fall to the ground."
361,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches a roundabout with a palm tree in the center.,unknown hazard: no visible anomaly or incident in frames
362,371,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road following a blue car with other vehicles ahead.,"A black SUV merges into the ego-car's lane, creating a hazard."
363,51,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road with no visible hazards.,"A deer crosses the road, creating a hazard for the ego-car."
364,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with cars and a motorcycle ahead.,no incident observed
365,101,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives under an overpass with multiple vehicles in adjacent lanes.,"A pedestrian enters the road from the left, creating a hazard for oncoming traffic."
366,51,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway at night with a white car and van ahead, and a yellow car on the right shoulder.",unknown hazard: white car brakes suddenly
367,101,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car follows a taxi with cyclists ahead on a city road.,A cyclist loses balance and falls onto the road.
368,41,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a rural road with a pedestrian standing on the road.,A truck approaches a pedestrian standing on the road.
369,91,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a residential road with houses on both sides and no visible hazards.,"A cat crosses the road, creating a hazard for the ego-car."
370,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a yield sign and oncoming traffic.,no visible incident
371,101,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a horse-drawn carriage and a car on a two-lane road at night.,"A horse-drawn carriage's wheel detaches, causing debris on the road."
372,21,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a city road with multiple vehicles and pedestrians near buildings.,A black car moves towards the ego-car and collides with it.
373,71,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a highway with no visible vehicles or hazards.,"A loose road sign detaches, becomes airborne, and hits the ego-car."
374,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars on both sides.,unknown hazard: no visible anomaly or incident
375,353,0,0. No Crash,0,scooter on the road,1,0,1,0,"Ego-car drives on a city road with a white car and red car ahead, no pedestrians in the roadway.","A pedestrian on a scooter enters the roadway, creating a hazard."
376,21,0,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a stationary black car on the right and other vehicles ahead.,A black car turns left across the ego-car's path at the intersection.
377,91,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a city road with multiple vehicles including a white dump truck ahead.,"A dump truck spills debris onto the road, creating a hazard."
378,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,2,Ego-car drives on a road with a pedestrian on a bicycle ahead and a parked car on the right.,"A motorcycle collides with a bicycle, causing both to fall."
379,171,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,"Ego-car approaches an intersection with a bus on the left, cars ahead, and a scooter on the right.",A pedestrian crosses the road in front of the ego-car.
380,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with cars on the right and an SUV on the left.,Unknown hazard: a large rectangular object floats in the air ahead.
381,141,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a highway with vehicles in the left lane.,A falling tree branch collides with the ego-car's windshield.
382,175,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a car ahead and clear road.,Debris on the road poses a hazard to vehicles.
383,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white SUV on a road with lane closed signs and construction cones.,No visible incident or hazard in the frames.
384,71,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a wet city road with green traffic lights and other vehicles.,A vehicle turns left across oncoming traffic and collides with another vehicle.
385,141,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a white vehicle ahead.,Debris on the road creates a hazard.
386,65,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road at night with an animal ahead.,animal on the road ahead causing a hazard
387,201,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car drives on a highway with trucks ahead and oncoming traffic.,A vehicle loses control and overturns on the highway.
388,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car waits at an intersection with green traffic lights, surrounded by several vehicles including a white truck and a silver SUV.",No visible incident or hazard observed in the sequence.
389,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a foggy highway with vehicles ahead and a truck in the right lane.,unknown hazard: no visible anomaly in the sequence
390,171,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches an intersection with a vehicle stopped in the road.,A vehicle collides with another vehicle and stops in the road.
391,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with other vehicles under bright sun.,unknown hazard: no visible anomalies or incidents in frames
392,71,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a city road at night with a car ahead and oncoming traffic.,"A vehicle on the right merges into the ego-car's lane, creating a hazard."
393,141,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a foggy, rainy road with wet windshield and active wipers.",Unknown hazard: bright light and subsequent fire visible ahead on the road.
394,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,2,"Ego-car drives on a busy city road with multiple vehicles including cars, motorcycles, and a red truck.",A motorcycle collides and falls in the middle of the road.
395,375,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches an intersection with debris on the left lane and a pedestrian on the right.,Pedestrian crosses the road in front of the ego-car.
396,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,"Ego-car follows traffic on a city road with trucks, cars, and pedestrians near the sidewalk.","A pedestrian crosses the road in front of a moving black car, creating a near-miss hazard."
397,161,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car approaches an intersection with multiple vehicles including a blue truck, white SUV, and red truck.","A blue truck collides with a motorcycle, causing the motorcycle to fall to the ground."
398,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway at night with other vehicles ahead and oncoming traffic.,unknown hazard: no visible anomaly
399,291,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a van in the left lane and a truck ahead.,"A van loses control due to a tire issue, emitting smoke and swerving."
400,93,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a wet road at night with a truck on the right and cars ahead.,"A truck encroaches into the ego-car's lane, creating a hazard."
401,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with vehicles ahead in both lanes.,unknown hazard: no visible anomaly or incident in the frames
402,81,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a residential street with parked cars and moving vehicles.,"A pedestrian exits a vehicle and walks into the road, creating a hazard."
403,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a bridge with a white car ahead and several trucks in adjacent lanes.,unknown hazard: no visible anomaly in the provided frames
404,51,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a white car in the left lane and a truck ahead.,No incident occurred; vehicles driving normally on wet road.
405,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a white van on the left and other vehicles ahead.,unknown hazard: no visible incident or anomaly
406,1,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives on a highway with an animal on the right shoulder and other vehicles ahead.,animal on the road hazard
407,101,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a highway with a white van ahead in the same lane.,A white van loses control and swerves on the highway.
408,61,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet city road with several vehicles ahead.,flooded road creates driving hazard
409,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road at night with shops on both sides and a car parked ahead.,"A vehicle on the left moves into the ego-car's path, creating a hazard."
410,51,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road as a car passes on the left.,"A horse crosses the road in front of the ego-car, creating a hazard."
411,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road with a 'Road Work Ahead' sign and a car ahead.,A deer crosses the road in front of the ego-car.
412,101,1,6. One or Multiple vehicles collided but ego-car is fine,0,car hits barrier,0,0,0,1,Ego-car follows a car on a highway with clear lane markings.,A car veers right off the road and loses control.
413,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a nighttime road with a truck on the left and other vehicles ahead.,unknown hazard: no visible anomaly or incident in frames
414,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a vehicle carrying debris in the left lane.,No visible incident or hazard.
415,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles including a dark SUV on the left and a black van ahead.,Debris on the road presents a hazard to approaching vehicles.
416,273,0,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches three stationary cars on a road with a yellow fence on the left.,"A silver car turns right into a driveway, creating a potential conflict with the ego-car."
417,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with a white van on the left and a white car ahead.,A pedestrian crosses the street in front of the ego-car.
418,181,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,2,0,Ego-car drives on a road with a truck ahead and pedestrians in the distance.,"Pedestrians cross in front of the ego-car, leading to a collision."
419,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a vehicle on a city road at night with buildings and murals on the left.,unknown hazard: no visible anomalies or incidents in the sequence
420,111,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a car on a dark road with a pedestrian on the right.,"A bus approaches from the left lane, causing the car ahead to brake."
421,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a truck ahead and other vehicles on the left lane.,unknown hazard: no visible anomalies or incidents in the frames
422,51,0,0. No Crash,0,unknown,0,0,0,1,Ego-car drives on a wet road with a blue truck ahead.,"A blue truck turns left across the ego-car's path, forcing the ego-car to maneuver."
423,71,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a red car on a city road with other vehicles and construction cones ahead.,No incident occurred; ego-car followed a red car with construction cones ahead.
424,256,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a winding road with a car ahead and a Jeep in the left lane.,"A pedestrian stands on the road, creating a hazard for oncoming traffic."
425,367,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,"Ego-car drives on a highway with a white car, red truck, and white van ahead.","A white car collides with another vehicle, resulting in rear damage."
426,161,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car stops behind a covered truck at an intersection with a white car on the right and red traffic lights ahead.,An orange truck merges into the lane and collides with the covered truck ahead.
427,61,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-motorcycle drives on a rural road with another motorcycle ahead.,"A horse-drawn cart enters the road, forcing the ego-motorcycle to maneuver."
428,337,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear road with trees on both sides.,Debris appears on the road ahead.
429,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives in heavy traffic with multiple vehicles ahead and on both sides.,No visible incident or hazard in the frames.
430,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with motorcycles, bicycles, and pedestrians near an overpass.",No anomaly observed in the sequence of frames.
431,51,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a dark car on a city road with bicycles on the right and other cars on the left.,"A white car merges into the ego-car's lane, creating a potential conflict."
432,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car stops at an intersection with a gray car, white car, and bus ahead.",unknown hazard: no visible anomaly or collision
433,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars and trees lining both sides.,unknown hazard: no visible anomalies or incidents in the sequence
434,91,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a residential street with autumn trees and parked vehicles.,"A pedestrian steps into the street from the sidewalk, creating a collision hazard."
435,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with multiple vehicles including a white truck, red car, and other trucks in adjacent lanes.",no visible incident
436,101,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a road at night with two cars ahead.,A pedestrian appears near the white car on the road.
437,21,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road at night with green traffic lights and other vehicles ahead.,Unknown hazard: bright orange light appears in the scene.
438,307,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a black BMW in the center lane with other vehicles around at an intersection.,unknown hazard: visible damage to a vehicle (BMW) on the right side of the road
439,111,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches an intersection with a red SUV ahead on the left lane.,A pedestrian crosses the road in front of the ego-car.
440,1,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car drives on a road with construction barriers and other vehicles ahead.,A vehicle enters the ego-car's lane and collides.
441,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a snowy road at night with streetlights and falling snow.,Falling snow reduces visibility and road traction.
442,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car drives on a multi-lane road with a truck ahead and other vehicles nearby.,"Pedestrians cross the road in front of the ego-car, creating a hazard."
443,201,0,0. No Crash,0,bicycle on road,1,0,0,0,"Ego-car drives on a road with a cyclist, white car, and construction barriers.",A cyclist loses control and falls onto the road.
444,265,0,0. No Crash,0,animal on the road,0,1,0,0,"Ego-car drives on a highway with multiple vehicles, including a truck ahead and cars in adjacent lanes.",Unknown hazard: small dark object in middle lane ahead.
445,289,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with multiple vehicles, including a truck ahead in the left lane.","A truck in the left lane tilts abnormally, creating a hazard for surrounding traffic."
446,171,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car drives on a road with a silver SUV ahead and a motorcycle on the right side.,A motorcycle loses balance and falls on the road.
447,61,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a road with a red SUV ahead and a dark car on the left under overcast skies.,"A tire or debris enters the ego-car's path, causing impact and windshield damage."
448,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars on both sides.,unknown hazard: no visible incident or anomaly
449,377,1,4. Other cars collided with person/car/object but ego-car is ok,0,car hits barrier,0,0,0,1,Ego-car drives on a highway with a dark SUV in the right lane and a dark sedan ahead.,"A dark SUV loses control, drifts left, and collides with the concrete barrier."
450,71,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked vehicles and a van ahead.,A red car merges from the left lane into the ego-car's lane.
451,181,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with a green container truck and a dump truck ahead, along with other vehicles.","A green container truck tips over on the highway, creating a hazard."
452,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a two-lane road with a white car ahead in the same lane.,No visible hazard or incident occurs.
453,81,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches an intersection with a truck on the left and a van ahead.,"A dog crosses the crosswalk, creating a potential hazard."
454,91,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car follows a car with brake lights on a road with a blue truck on the left.,"The blue truck tilts, obstructing the road."
455,41,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a snowy road with a white car and a black car ahead.,"A deer crosses the road in front of vehicles, creating a hazard."
456,265,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a residential street with parked cars on both sides.,A pedestrian crosses the road in front of the ego-car.
457,101,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car follows a van with a bicycle rider ahead on the road.,A bicycle rider falls off the bicycle and becomes a pedestrian near the ego-car.
458,111,0,0. No Crash,0,animal on the road,0,3,0,0,Ego-car drives on a dark road at night with no animals present.,"Wild animals cross the road, creating a hazard for the ego-car."
459,1,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a night road with multiple vehicles ahead and oncoming traffic.,"A vehicle merges into the ego-car's lane without yielding, causing a near-miss."
460,161,0,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a highway with three trucks (white, beige, red) ahead.","A truck loses control and tilts, creating a hazard on the highway."
461,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a night road with streetlights and a speed limit sign visible.,unknown hazard: no visible anomalies or incidents in the frames
462,81,1,1. Ego-car collided but did not stop,1,ego-car hit an animal,0,1,0,0,Ego-car drives on a rural road with no other vehicles or pedestrians.,Ego-car collides with a large bird that flies into the road.
463,41,0,0. No Crash,0,scooter on the road,0,0,0,0,Ego-car drives on a city road with motorcycles and other vehicles ahead.,A motorcycle turns left across the lane and creates a hazard.
464,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with parked cars on the right and pedestrians on the left sidewalk.,A pedestrian crosses the road in front of the ego-car.
465,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a truck ahead and other vehicles on the side.,unknown hazard: no visible anomaly or incident in the frames
466,197,0,0. No Crash,0,unknown,0,0,0,1,"Ego-car drives on a multi-lane road with a truck carrying wooden planks, a yellow taxi, and other vehicles in light traffic.","A truck carrying wooden planks loses its load, causing debris to fall onto the road."
467,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles in light traffic during sunset.,unknown hazard: no visible anomalies or incidents in the sequence
468,281,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a rural road with a dark car and a white car ahead.,"A dark car turns right off the road, creating dust and debris."
469,361,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with buildings on both sides and vehicles ahead.,A pedestrian crosses the road in front of the ego-car.
470,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,unknown,0,1,0,1,Ego-car drives on a two-lane road with a truck ahead and a blue car on the left lane.,"An animal (dog) is on the road, causing the blue car to swerve and hit it."
471,101,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane highway with other vehicles in adjacent lanes.,Debris in the road forces the ego-car to slow and maneuver to avoid it.
472,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with a red truck on the left and two cyclists on the right, approaching an intersection.",unknown hazard: no visible anomaly or incident in frames
473,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car stops at a traffic light with multiple vehicles in adjacent lanes.,unknown hazard: no visible anomaly or incident in the sequence
474,105,0,0. No Crash,0,scooter on the road,1,0,0,0,Ego-car drives on a road with a Walmart ahead and no obstacles in the lane.,"Vehicles block the lane, creating a hazard for the ego-car."
475,221,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,"Ego-car drives on a two-lane road with a white van and other vehicles ahead, surrounded by trees and mountains.",unknown hazard: cracked windshield visible after impact
476,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road with vehicles ahead and no visible hazards.,"A deer crosses the road in front of the ego-car, creating a hazard."
477,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a road with multiple vehicles under bright sunlight.,unknown hazard: no visible anomaly or incident in consecutive frames
478,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet road with a black car ahead and a truck on the right.,no visible incident: vehicles driving normally on wet road
479,311,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches a crosswalk with a dog lying on it and a pedestrian with a cart on the left.,unknown hazard: dog lying on crosswalk
480,71,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a wet road with a moose running on the right shoulder.,"A moose stumbles and falls into the road, creating a hazard."
481,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a blue vehicle on a city road with buildings on both sides.,"A blue vehicle turns right across the ego-car's lane, causing a near-miss."
482,171,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with a car ahead in the same lane.,"A car collides with debris on the road, creating a hazard."
483,1,-1,0. No Crash,0,unknown,0,0,0,0,"Ego-car drives on a road with other vehicles, trees, and buildings under overcast skies.",unknown hazard: no visible anomalies or incidents in the sequence
484,471,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car drives on a multi-lane road with several cars and a motorcycle ahead.,A motorcycle loses control and falls onto the road.
485,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a suburban road with parked cars and houses on both sides.,unknown hazard: no visible anomalies or hazards in the sequence
486,171,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,"Ego-car drives on a road with a car ahead, a truck, and a cement mixer as a white truck approaches from the left.",A white truck loses balance and overturns onto the roadside.
487,11,0,0. No Crash,0,unknown,0,0,0,0,Ego-car approaches an intersection with a white car at the crosswalk.,A white car turns right across the ego-car's path without yielding.
