video,Incident window start frame,Incident Detection,Crash Severity,Ego-car involved,Label,Number of Bicyclists/Scooters,Number of animals involved,Number of pedestrians involved,Number of vehicles involved (excluding ego-car),Caption Before Incident,Reason of Incident
316,231,0,0. No Crash,0,scooter on the road,0,0,0,1,Ego-car follows traffic on a multi-lane city road with vehicles ahead.,A tire detaches from a vehicle and rolls into the lane.
317,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with parked vehicles and oncoming traffic.,No incident observed; continuous driving on a clear urban road.
318,151,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,1,3,Ego-car approaches intersection with vehicles and pedestrians moving normally.,A pedestrian crosses the road and falls near the blue tricycle.
319,1,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a wet highway with multiple trucks ahead in the same lane.,"A blue truck cuts in from the left lane, causing a collision between vehicles."
320,41,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches an intersection with clear road and trees ahead.,A motorcyclist enters the intersection from the left and falls in front of the ego-car.
321,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car stops at red traffic light with multiple vehicles ahead.,No anomaly or incident observed in the provided frames.
322,121,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white car on a rural road with oncoming traffic.,A vehicle turns left across oncoming traffic and collides with another vehicle.
323,101,0,0. No Crash,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives through an intersection with heavy traffic and red lights ahead.,A white car cuts in from the left lane and brakes sharply.
324,101,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,0,0,2,Bicyclist waits at intersection as silver SUV turns left across lanes.,Yellow car turns left into crosswalk where bicyclist is moving causing collision.
325,21,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a two-lane road surrounded by dense trees.,"Multiple animals cross the road ahead, causing potential hazard."
326,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a black car in the right lane on a highway.,Black car veers right and collides with the guardrail.
327,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives under an overpass with clear road ahead.,No incident observed; road conditions remain normal throughout.
328,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars and streetlights.,No incident observed; normal driving through a quiet residential area.
329,201,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives on a highway with a tire ahead in the lane.,A tire rolls left from the highway lane onto the grassy shoulder.
330,61,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car drives on a city road with a bus on the left.,A pedestrian runs into the road from the left sidewalk toward the ego-car.
331,91,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car is stationary as a cyclist approaches from the right on the road.,"A cyclist moves into the ego-car's lane from the right, causing a near-miss."
332,187,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a residential street with parked cars and oncoming traffic.,A vehicle cuts in from the left lane into the ego-car's path.
333,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,1,1,A pedestrian runs across the crosswalk ahead of the ego-car.,A pedestrian runs into the crosswalk and falls in front of the ego-car.
334,61,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches crosswalk with pedestrian waiting on left sidewalk.,Pedestrian enters crosswalk directly ahead of ego-car in motion.
335,161,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,2,0,Ego-car approaches crosswalk where pedestrian and child wait with bicycle nearby.,Bicycle rider loses balance and falls in front of ego-car at crosswalk.
336,1,0,0. No Crash,0,pedestrian on the road,0,0,1,2,Ego-car follows a delivery van on a residential road with parked vehicles.,"A pedestrian runs into the road from behind a parked van, forcing the ego-car to avoid."
337,277,0,0. No Crash,0,car hits barrier,0,0,0,0,Ego-car drives on a multi-lane road with construction barrels on the right.,A construction barrel falls over on the right side of the road.
338,31,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car follows red SUV on highway with light traffic and clear skies.,Debris falls from red SUV onto highway lane ahead.
339,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear city road with utility poles and scattered clouds.,No anomaly or incident visible in the provided frames.
340,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple lanes and light traffic.,No anomaly or incident visible in the provided frames.
341,301,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a green truck on a wet road at night.,Ego-car follows too closely behind a green truck on wet road.
342,51,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a black SUV in heavy urban traffic at night.,"A white car cuts in from the left lane, forcing a lane change."
343,1,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with clear lane markings and open fields.,A goose enters the road ahead and walks across the ego-car's path.
344,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a dark road with distant lights visible ahead.,No incident observed; road remains clear across all frames.
345,101,-1,0. No Crash,0,unknown,0,0,0,0,Vehicles move normally through intersection under clear sky and green light.,No incident occurred; traffic flows normally through the intersection.
346,111,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a quiet road with a pedestrian near the sidewalk.,"A pedestrian crosses the road with a skateboard, causing a near-miss."
347,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a truck ahead on a multi-lane road with another truck on the left.,"A truck on the left loses control and collides with the truck ahead, causing a dust cloud."
348,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,1,2,Ego-car follows a black car on a city road with parked vehicles.,A pedestrian crosses the road and collides with a moving bicycle.
349,79,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a silver sedan on a multi-lane highway with light traffic.,No incident occurred; highway driving remains normal across all frames.
350,91,0,0. No Crash,0,bicycle on road,1,0,0,1,Ego-car drives on a rural road with oncoming car ahead.,A motorcycle cuts in from the left onto the road.
351,71,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with oncoming truck turning left across lanes.,A white truck turns left across oncoming traffic and collides with another vehicle.
352,219,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car approaches intersection with motorcyclist on left lane.,Motorcyclist crosses into ego-car's path causing collision.
353,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a city road with multiple lanes and buildings.,A white car crosses the double yellow line into oncoming traffic.
354,21,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches a parking garage with a pedestrian standing ahead.,A pedestrian steps into the lane and directs the ego-car to stop.
355,81,1,1. Ego-car collided but did not stop,1,ego-car loses control,0,0,0,1,Ego-car drives straight on a multi-lane road at night with vehicles ahead.,"Ego-car loses control and swerves right, colliding with a roadside object."
356,101,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with parked cars and clear visibility.,"A bus enters the intersection from the left, causing a potential collision."
357,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a truck on a two-lane highway with guardrails.,Road work zone signs and a traffic cone indicate a lane closure ahead.
358,71,0,0. No Crash,0,scooter on the road,1,0,0,1,Ego-car follows a truck ahead on a rural road with a motorcycle on the right.,"Truck ahead loses cargo, creating a dust cloud and debris on the road."
359,161,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on highway with moderate traffic and construction cones.,A motorcycle enters from the left and cuts in front of the ego-car.
360,171,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car follows a blue truck inside a narrow tunnel with visible wall ads.,A scooter lies on the road ahead as the truck exits the tunnel.
361,51,0,0. No Crash,0,pedestrian is crossing the street,0,1,2,0,Ego-car approaches a roundabout with clear road and pedestrians on the sidewalk.,Pedestrians with a stroller and dog step into the crosswalk as ego-car approaches.
362,391,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a blue sedan on a multi-lane road with light traffic.,"A black SUV cuts in from the left lane, forcing a maneuver."
363,41,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a dark road with oncoming traffic visible ahead.,A deer crosses the road from left to right in front of the ego-car.
364,81,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a city road with oncoming traffic and parked cars.,A white car cuts in from the left lane and nearly collides with ego-car.
365,101,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives under an overpass with multiple lanes of traffic ahead.,A pedestrian runs across the left lane causing a potential hazard.
366,111,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white car and van on a multi-lane road at night.,"A vehicle cuts in sharply from the left, causing a near-miss collision."
367,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,1,2,Ego-car approaches intersection with bicycles and vehicles moving normally.,A bicycle collides with another bicycle at the crosswalk.
368,101,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,1,2,Ego-car approaches a pedestrian on a rural road with clear visibility.,A truck cuts in from the left side and collides with another vehicle.
369,21,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a rural road with houses and oncoming vehicles ahead.,A cat runs into the road ahead of the ego-car.
370,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car navigates an intersection with oncoming traffic and yield signs visible.,No incident observed; traffic flows normally through the intersection.
371,71,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,0,0,0,2,Ego-car follows a vehicle on a two-lane road with a yellow warning sign ahead.,A horse-drawn carriage enters the lane causing a collision with the ego-car.
372,51,0,0. No Crash,0,vehicle overtakes,0,0,1,2,Ego-car approaches intersection with multiple vehicles and a pedestrian on the right.,"A gray sedan cuts in front of the ego-car, causing a near-miss."
373,61,0,0. No Crash,0,flying object hit the car,0,0,0,0,Ego-car drives on a highway with clear lanes and distant vehicles.,A large signboard falls from above and strikes the ego-car.
374,91,0,0. No Crash,0,vehicle overtakes,0,0,0,0,Ego-car drives on a city road with parked cars on the right.,A vehicle is loaded on a trailer parked on the right side.
375,347,-1,0. No Crash,0,scooter on the road,0,0,0,0,Ego-car drives on a city road with multiple vehicles and a pedestrian on a scooter.,A pedestrian on a scooter is present on the right sidewalk with no collision.
376,51,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches intersection with vehicles stopped at red lights on left and right.,A dark car turns left across oncoming traffic and cuts in front of ego-car.
377,81,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows traffic on a multi-lane road with trucks and cars ahead.,A dump truck spills gravel onto the road causing a hazard.
378,81,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,1,Ego-car approaches a cyclist riding ahead on the left side of the road.,A motorcycle enters from the left and collides with the cyclist.
379,171,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches intersection with bus on left and pedestrian near crosswalk.,Pedestrian crosses street in front of ego-car at wet intersection without collision.
380,101,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car is driving on a road with multiple vehicles in adjacent lanes.,No incident occurred; all vehicles are moving normally in their lanes.
381,151,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a highway with vehicles parked on the left shoulder.,"A large branch falls across the road, causing debris to strike the ego-car."
382,175,0,0. No Crash,0,animal on the road,0,1,0,1,Ego-car drives on a highway with a car ahead in the same lane.,Debris appears on the road ahead near the car in the same lane.
383,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white SUV on a city road with lane closed signs.,No incident observed in the sequence; normal traffic flow continues.
384,317,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches intersection with yellow car ahead and white SUV on the right.,White SUV moves left across ego-car's lane causing a near-miss.
385,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white vehicle on a multi-lane highway with moderate traffic.,No incident observed in the provided frames.
386,31,0,0. No Crash,0,animal on the road,0,1,0,0,"Ego-car drives on a dark, unpaved road with clear visibility ahead.",A small animal appears ahead on the road and causes evasive action.
387,191,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,2,Ego-car drives on a highway with a truck ahead in the right lane.,A vehicle ahead loses control and overturns on the highway.
388,1,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car approaches intersection with green traffic light and multiple vehicles.,A silver SUV cuts in from the left lane into the ego-car's path.
389,51,0,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a wet highway with trucks and cars ahead in multiple lanes.,"Ego-car's windshield wiper activates, partially obstructing view during wet conditions."
390,295,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car drives on a dark road with debris in the lane ahead.,Debris in the lane causes a potential hazard for the ego-car.
391,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a highway with multiple vehicles ahead in clear weather.,No incident observed; traffic flows normally across all frames.
392,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with green traffic lights ahead.,No anomaly or incident observed in the provided frames.
393,131,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,1,Ego-car drives on a rainy rural road with power lines and wet pavement.,"A bright flash and explosion occur ahead, causing a fire hazard on the road."
394,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,2,0,0,2,Ego-car approaches an intersection with multiple vehicles and motorcycles ahead.,A motorcycle falls in the middle lane causing a collision with another motorcycle.
395,375,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a dark road with a pedestrian crossing ahead.,No incident observed; pedestrian safely crosses the road.
396,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with moderate traffic and pedestrians.,No incident detected in the provided frames.
397,161,1,4. Other cars collided with person/car/object but ego-car is ok,0,many cars/pedestrians/cyclists collided,1,0,0,2,Ego-car waits at an intersection with multiple vehicles and a motorcycle approaching left.,A blue truck collides with a motorcycle on the left side of the intersection.
398,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane road with oncoming traffic and overhead structures.,No incident observed in the provided frames.
399,271,0,0. No Crash,0,animal on the road,0,1,0,1,Ego-car drives on a highway with a van ahead in the same lane.,A dark object lies on the road while a van moves left across lanes.
400,101,1,1. Ego-car collided but did not stop,1,vehicle hits ego-car,0,0,0,1,Ego-car follows a car ahead on a wet road with a truck on the right.,The truck moves right and collides with the ego-car on the side.
401,135,0,0. No Crash,0,scooter on the road,1,0,0,2,Ego-car drives on a highway with a white car ahead and a truck on the left.,A motorcycle veers off the right side of the road and crashes into the roadside vegetation.
402,81,0,0. No Crash,0,scooter on the road,1,0,0,0,Ego-car drives past parked vehicles on a residential street with clear visibility.,A pedestrian crosses the road ahead without yielding to oncoming traffic.
403,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car travels on a multi-lane road with trucks and cars ahead.,No incident observed; traffic flows normally across all frames.
404,1,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a tanker truck on a two-lane road with a white car on the left.,"The white car accelerates and merges left, cutting in front of the ego-car."
405,11,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives on a highway with multiple vehicles ahead in lanes.,A van crosses into the opposite lane causing a near-miss with oncoming traffic.
406,1,0,0. No Crash,0,animal on the road,0,0,0,0,Ego-car drives on highway with multiple vehicles in left lanes.,Debris on right shoulder moves toward lane; unknown hazard: shifting debris.
407,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a white van in the same lane on a highway.,The white van drifts left across the lane divider into oncoming traffic.
408,91,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,1,2,Ego-car follows a silver van on a wet city road with moderate traffic.,A pedestrian crosses the road and collides with the silver van ahead.
409,61,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches intersection with crosswalk and oncoming vehicle headlights visible.,A vehicle cuts in from the left at the intersection causing near-miss.
410,41,0,0. No Crash,0,animal on the road,0,1,0,1,Ego-car travels on a wet rural road with oncoming car and houses left.,A horse crosses the road from left to right in front of ego-car.
411,31,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a two-lane road with a deer visible ahead.,A deer runs across the road in front of the ego-car.
412,111,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a black sedan on a curved road with clear traffic signs.,"Black sedan veers right and collides with guardrail, causing damage."
413,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with a Coca-Cola truck on the left.,No incident observed; normal driving conditions in traffic.
414,111,0,0. No Crash,0,unknown,0,0,0,1,Ego-car follows a truck carrying debris on a multi-lane road.,Truck's load shifts and spills debris onto the road.
415,51,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car follows a black SUV in the left lane with steady traffic ahead.,Debris falls from the left SUV onto the road surface.
416,303,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car approaches a narrow road with three parked cars ahead.,"A silver car turns right abruptly, cutting off the ego-car's path."
417,51,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car follows a white vehicle on a city street with pedestrians nearby.,A pedestrian crosses the street in front of the ego-car.
418,181,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,2,1,Ego-car follows a truck at an intersection with pedestrians and bicycles nearby.,Two pedestrians collide with the ego-car's front while crossing the road.
419,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a car on a city road with clear lanes and traffic lights.,No incident or anomaly observed in the provided frames.
420,1,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car follows a car on a dark road with streetlights and oncoming traffic.,"A pedestrian walks on the right roadside ahead, creating a potential hazard."
421,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a truck on a multi-lane highway with light traffic.,No incident observed in the provided frames.
422,61,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches a blue truck on a wet mountain road.,"The blue truck turns left across oncoming traffic, forcing the ego-car to react."
423,93,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a red sedan on a city road with oncoming traffic.,A white car cuts in from the left lane into ego-car's path.
424,292,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car follows a sedan on a two-lane road with oncoming traffic.,A pedestrian steps into the road causing the sedan to slow.
425,41,0,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a white van and a truck on a highway with roadwork cones.,A traffic cone falls onto the road from the right side.
426,151,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car stops at intersection with red light; truck and white car ahead.,An orange truck cuts in from the right and collides with the truck ahead.
427,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,1,1,0,2,Ego-car follows a motorcycle on a rural road with open fields.,A horse-drawn cart crosses the road and collides with an oncoming motorcycle.
428,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear road with trees and no visible traffic.,No incident observed in the provided frames; road remains clear.
429,41,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car is in heavy city traffic with multiple vehicles ahead and to the left.,A silver van on the left suddenly moves backward into the adjacent lane.
430,21,0,0. No Crash,0,bicycle on road,1,0,0,0,Ego-car travels on a city road with motorcycles and cars ahead.,A motorcycle passenger falls off the vehicle while moving forward.
431,51,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a gray car on a city road with bicycles on the right.,"A white oncoming car cuts into the ego-car's lane, forcing a merge."
432,131,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a gray sedan with a bus and white car ahead at an intersection.,A red truck enters the intersection from the left and collides with another vehicle.
433,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through a residential neighborhood with parked cars and trees.,No incident observed in the provided frames.
434,121,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,0,Ego-car approaches an intersection with a pedestrian on the right sidewalk.,A pedestrian runs into the road from the right sidewalk toward the ego-car.
435,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a multi-lane highway with moderate traffic flow.,No incident observed; traffic moves steadily without anomalies.
436,179,0,0. No Crash,0,pedestrian is crossing the street,0,0,1,2,Ego-car follows a silver SUV on a dark road with streetlights.,A pedestrian steps into the road and the SUV brakes suddenly.
437,21,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives through intersection with green lights and multiple vehicles ahead on wet road.,No incident detected; normal driving through intersection with green traffic lights.
438,307,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car is in traffic with multiple vehicles at an intersection.,A car cuts in from the left lane into ego-car's path.
439,51,1,0. No Crash,0,vehicle drives into another vehicle,0,0,0,1,Ego-car follows a red car on a multi-lane city road with traffic lights ahead.,A vehicle in the left lane collides with another vehicle at the intersection.
440,333,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car drives past blue construction barriers on the left side.,A blue truck cuts in from the right side suddenly.
441,41,1,1. Ego-car collided but did not stop,1,flying object hit the car,0,0,0,0,Ego-car drives on a snow-covered road with streetlights ahead.,Snow accumulation on road causes loss of vehicle control.
442,81,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car drives on a city road with a truck ahead and cars on the left.,Two pedestrians cross the road ahead while the ego-car approaches at speed.
443,201,1,4. Other cars collided with person/car/object but ego-car is ok,0,ego-car hits a crossing cyclist,1,0,0,2,Ego-car approaches a cyclist near a parked white car on the right.,The cyclist loses balance and falls into the ego-car's path.
444,235,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car drives on a highway with multiple lanes and moderate traffic.,A small dark object resembling an animal is on the highway lane ahead.
445,295,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a multi-lane highway with steady traffic flow.,A black car cuts in from the left lane and collides with a truck.
446,191,0,0. No Crash,0,many cars/pedestrians/cyclists collided,1,0,0,1,Ego-car waits at intersection with cars on the left and traffic lights ahead.,Motorcycle falls on the right side of the road near the crosswalk.
447,51,0,0. No Crash,0,flying object hit the car,0,0,0,1,Ego-car follows a red SUV on a multi-lane road with light traffic.,A vehicle ahead releases debris that strikes the ego-car windshield.
448,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a residential street with parked cars and green lawns.,No incident observed; normal driving on a quiet residential road.
449,359,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a black car while a gray SUV merges right on a highway.,A gray SUV merges right and collides with a concrete barrier.
450,1,0,0. No Crash,0,vehicle overtakes,0,0,0,2,Ego-car drives on a city road with vehicles parked on the left.,A red car cuts in from the left lane into the ego-car's path.
451,121,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car drives on a highway with a truck ahead and a container truck on the left lane.,"The container truck on the left veers right and collides with the truck ahead, causing a chain reaction."
452,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a clear city road with no visible traffic ahead.,No incident observed; road remains clear throughout all frames.
453,71,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car approaches intersection with truck stopped at crosswalk and van ahead.,A dog runs across the crosswalk in front of the ego-car.
454,81,1,6. One or Multiple vehicles collided but ego-car is fine,0,car flipped over,0,0,0,1,Ego-car follows a sedan ahead with a blue truck on the left lane.,The blue truck on the left tilts sharply and overturns into the adjacent lane.
455,31,0,0. No Crash,0,animal on the road,0,2,0,2,Ego-car approaches parked vehicles on a snowy road at night.,"Two deer run into the road from the right, causing a hazard."
456,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city street with parked cars and a truck ahead.,No anomaly or incident visible in the provided frames.
457,101,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,1,Ego-car follows a car ahead on a city road with a cyclist approaching.,A cyclist crosses the lane and falls in front of the ego-car.
458,101,0,0. No Crash,0,animal on the road,0,2,0,0,Ego-car drives on a dark winding road with no visible traffic.,"Wild boars cross the road ahead, causing a potential collision hazard."
459,31,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car approaches intersection with oncoming traffic and a red car ahead.,A vehicle cuts in from the left lane causing abrupt evasive maneuver.
460,161,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,3,Ego-car follows a brown truck and a red truck on a highway.,A white vehicle ahead loses control and collides with the red truck.
461,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a city road with streetlights and a speed limit sign.,No incident observed in the provided frames.
462,71,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a crossing cyclist,1,0,0,0,Ego-car drives on a rural road with clear lanes and no visible traffic ahead.,A cyclist crosses the road and collides with the ego-car causing debris to scatter.
463,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,2,0,0,2,Ego-car drives on a city road with motorcycles and a bus ahead.,A bus cuts in from the left lane and collides with a scooter.
464,41,0,0. No Crash,0,pedestrian is crossing the street,0,0,2,0,Ego-car approaches an intersection with parked cars and a pedestrian on the left.,A pedestrian crosses the road from the left without yielding to oncoming traffic.
465,81,0,0. No Crash,0,vehicle overtakes,0,0,0,1,Ego-car follows a truck on a wet multi-lane road with light traffic.,Ego-car's windshield wiper obstructs view; road remains wet with traffic ahead.
466,197,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Ego-car follows a truck and yellow taxi on a multi-lane road with green barriers left.,Truck swerves right to avoid bus entering from left barrier gap.
467,73,0,0. No Crash,0,pedestrian on the road,0,0,1,0,Ego-car drives on a highway with multiple lanes of steady traffic.,A pedestrian steps onto the highway from the left side near ego-car.
468,281,1,6. One or Multiple vehicles collided but ego-car is fine,0,vehicle drives into another vehicle,0,0,0,2,Ego-car approaches an intersection with oncoming vehicles ahead on a rural road.,A vehicle cuts in from the left across oncoming traffic and collides with another vehicle.
469,361,1,3. Ego-car collided with at-least one person or cyclist,1,ego-car hits a pedestrian,0,0,1,0,Ego-car drives on a city road with vehicles ahead and shops lining both sides.,A pedestrian crosses the road from the left and enters the ego-car's path.
470,61,1,4. Other cars collided with person/car/object but ego-car is ok,0,vehicle drives into another vehicle,0,0,0,2,Blue car drives parallel to truck in adjacent lane on highway.,Debris falls from truck and strikes blue car causing loss of control.
471,91,0,0. No Crash,0,animal on the road,0,1,0,0,Ego-car travels on a multi-lane highway with moderate traffic and clear lanes ahead.,"A large tumbleweed rolls across the highway, forcing vehicles to slow and maneuver."
472,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car follows a large truck on a multi-lane road with bicycles ahead.,No incident observed in the provided sequence; traffic flows normally.
473,1,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car stopped at an intersection with multiple vehicles ahead.,No incident observed; traffic remains stationary across all frames.
474,11,-1,0. No Crash,0,unknown,0,0,0,0,Ego-car drives on a curved road with a truck visible ahead.,No incident occurred; road appears clear with normal driving conditions.
